"Country","year","on_ART_rate","on_ART_num","prevalence_num","incidence_num","incidence_rate","mortality_rate","mortality_num"
"Latvia","2019",0,0,0,0,0,0,0
"Latvia","2020",0,0,0,0,0,0,0
"Latvia","2021",0,0,0,0,0,0,0
"Latvia","2022",0,0,0,0,0,0,0
"Latvia","2023",0,0,0,0,0,0,0
"Latvia","2024",0,0,0,0,0,0,0
"Latvia","2025",0,0,0,0,0,0,0
"Lebanon","2010",31,428,1400,200,0.03,0.01,100
"Lebanon","2011",34,516,1500,200,0.03,0.01,100
"Lebanon","2012",36,603,1700,200,0.03,0.01,100
"Lebanon","2013",38,709,1900,200,0.03,0.01,100
"Lebanon","2014",41,832,2100,200,0.03,0.01,100
"Lebanon","2015",43,954,2200,200,0.03,0.01,100
"Lebanon","2016",48,1130,2400,200,0.03,0.01,100
"Lebanon","2017",53,1320,2500,200,0.03,0.01,100
"Lebanon","2018",58,1504,2600,200,0.03,0.01,100
"Lebanon","2019",65,1717,2700,200,0.03,0.01,100
"Lebanon","2020",68,1854,2700,200,0.03,0.01,100
"Lebanon","2021",63.6666666666667,1691.66666666667,2666.66666666667,200,0.03,0.01,100
"Lebanon","2022",65.5555555555556,1754.22222222222,2688.88888888889,200,0.03,0.01,100
"Lebanon","2023",65.7407407407407,1766.62962962963,2685.18518518518,200,0.03,0.01,100
"Lebanon","2024",64.9876543209877,1737.50617283951,2680.24691358025,200,0.03,0.01,100
"Lebanon","2025",65.4279835390947,1752.78600823045,2684.77366255144,200,0.03,0.01,100
"Lesotho","2010",34,94287,280000,19000,12.05,4.24,7700
"Lesotho","2011",35,98174,280000,17000,11.02,3.74,6800
"Lesotho","2012",38,109090,290000,17000,10.88,3.67,6700
"Lesotho","2013",42,120872,290000,16000,10.59,3.81,7000
"Lesotho","2014",45,132449,290000,15000,9.84,3.89,7200
"Lesotho","2015",52,153459,290000,14000,8.95,3.86,7100
"Lesotho","2016",62,181169,290000,12000,7.92,3.53,6500
"Lesotho","2017",69,201509,290000,11000,6.83,3.15,5800
"Lesotho","2018",71,206226,290000,9100,5.87,2.78,5100
"Lesotho","2019",77,220828,290000,8600,5.49,2.49,4600
"Lesotho","2020",82,232984,280000,7700,4.91,2.52,4700
"Lesotho","2021",76.6666666666667,220012.666666667,286666.666666667,8466.66666666667,5.42333333333333,2.59666666666667,4800
"Lesotho","2022",78.5555555555556,224608.222222222,285555.555555556,8255.55555555555,5.27444444444444,2.53555555555556,4700
"Lesotho","2023",79.0740740740741,225868.296296296,284074.074074074,8140.74074074074,5.20259259259259,2.55074074074074,4733.33333333333
"Lesotho","2024",78.0987654320988,223496.395061728,285432.098765432,8287.65432098765,5.30012345679012,2.56098765432099,4744.44444444444
"Lesotho","2025",78.5761316872428,224657.637860082,285020.576131687,8227.98353909465,5.25905349794239,2.54909465020576,4725.92592592593
"Liberia","2010",11,4412,39000,2500,0.67,0.74,2900
"Liberia","2011",15,5839,39000,2300,0.61,0.66,2600
"Liberia","2012",14,5478,39000,2200,0.56,0.59,2400
"Liberia","2013",17,6429,38000,2200,0.55,0.56,2400
"Liberia","2014",18,6910,38000,2100,0.51,0.54,2300
"Liberia","2015",20,7391,37000,1900,0.45,0.52,2300
"Liberia","2016",22,8076,36000,1800,0.42,0.5,2300
"Liberia","2017",32,11602,36000,1700,0.38,0.45,2100
"Liberia","2018",39,13880,35000,1500,0.33,0.37,1700
"Liberia","2019",44,15423,35000,1400,0.3,0.3,1500
"Liberia","2020",53,18515,35000,1400,0.29,0.27,1300
"Liberia","2021",45.3333333333333,15939.3333333333,35000,1433.33333333333,0.306666666666667,0.313333333333333,1500
"Liberia","2022",47.4444444444444,16625.7777777778,35000,1411.11111111111,0.298888888888889,0.294444444444444,1433.33333333333
"Liberia","2023",48.5925925925926,17026.7037037037,35000,1414.81481481481,0.298518518518518,0.292592592592593,1411.11111111111
"Liberia","2024",47.1234567901235,16530.6049382716,35000,1419.75308641975,0.301358024691358,0.300123456790123,1448.14814814815
"Liberia","2025",47.7201646090535,16727.695473251,35000,1415.22633744856,0.299588477366255,0.295720164609053,1430.86419753086
"Libya","2010",31,1726,5600,500,0.06,0.01,100
"Libya","2011",34,1906,5600,500,0.04,0.01,100
"Libya","2012",38,2148,5600,500,0.04,0.01,100
"Libya","2013",42,2346,5600,500,0.04,0.01,100
"Libya","2014",47,2659,5600,500,0.04,0.01,100
"Libya","2015",54,3046,5700,500,0.04,0.01,100
"Libya","2016",57,3324,5800,500,0.04,0.01,100
"Libya","2017",59,3537,6000,500,0.04,0.01,100
"Libya","2018",66,4067,6200,500,0.05,0.01,100
"Libya","2019",54,3436,6400,500,0.05,0.01,100
"Libya","2020",49,3257,6700,500,0.05,0.01,100
"Libya","2021",56.3333333333333,3586.66666666667,6433.33333333333,500,0.05,0.01,100
"Libya","2022",53.1111111111111,3426.55555555556,6511.11111111111,500,0.05,0.01,100
"Libya","2023",52.8148148148148,3423.40740740741,6548.14814814815,500,0.05,0.01,100
"Libya","2024",54.0864197530864,3478.87654320988,6497.53086419753,500,0.05,0.01,100
"Libya","2025",53.3374485596708,3442.94650205761,6518.93004115226,500,0.05,0.01,100
"Lithuania","2010",0,0,0,0,0,0,0
"Lithuania","2011",0,0,0,0,0,0,0
"Lithuania","2012",0,0,0,0,0,0,0
"Lithuania","2013",0,0,0,0,0,0,0
"Lithuania","2014",0,0,0,0,0,0,0
"Lithuania","2015",0,0,0,0,0,0,0
"Lithuania","2016",0,0,0,0,0,0,0
"Lithuania","2017",0,0,0,0,0,0,0
"Lithuania","2018",0,0,0,0,0,0,0
"Lithuania","2019",0,0,0,0,0,0,0
"Lithuania","2020",0,0,0,0,0,0,0
"Lithuania","2021",0,0,0,0,0,0,0
"Lithuania","2022",0,0,0,0,0,0,0
"Lithuania","2023",0,0,0,0,0,0,0
"Lithuania","2024",0,0,0,0,0,0,0
"Lithuania","2025",0,0,0,0,0,0,0
"Luxembourg","2010",0,0,0,0,0,0,0
"Luxembourg","2011",0,0,0,0,0,0,0
"Luxembourg","2012",0,0,0,0,0,0,0
"Luxembourg","2013",0,0,0,0,0,0,0
"Luxembourg","2014",0,0,0,0,0,0,0
"Luxembourg","2015",0,0,0,0,0,0,0
"Luxembourg","2016",0,0,0,0,0,0,0
"Luxembourg","2017",0,0,0,0,0,0,0
"Luxembourg","2018",0,0,0,0,0,0,0
"Luxembourg","2019",0,0,0,0,0,0,0
"Luxembourg","2020",0,0,0,0,0,0,0
"Luxembourg","2021",0,0,0,0,0,0,0
"Luxembourg","2022",0,0,0,0,0,0,0
"Luxembourg","2023",0,0,0,0,0,0,0
"Luxembourg","2024",0,0,0,0,0,0,0
"Luxembourg","2025",0,0,0,0,0,0,0
"Madagascar","2010",2,266,11000,2300,0.11,0.02,500
"Madagascar","2011",3,396,13000,2600,0.12,0.03,1000
"Madagascar","2012",2,371,16000,3000,0.14,0.03,1000
"Madagascar","2013",3,519,18000,3500,0.16,0.04,1000
"Madagascar","2014",4,773,21000,3900,0.17,0.04,1000
"Madagascar","2015",5,1234,24000,4400,0.19,0.05,1100
"Madagascar","2016",6,1706,28000,4700,0.2,0.05,1200
"Madagascar","2017",7,2321,31000,5100,0.21,0.06,1400
"Madagascar","2018",10,3510,34000,4900,0.19,0.06,1600
"Madagascar","2019",13,5166,38000,5800,0.22,0.06,1700
"Madagascar","2020",14,5885,42000,6000,0.22,0.06,1800
"Madagascar","2021",12.3333333333333,4853.66666666667,38000,5566.66666666667,0.21,0.06,1700
"Madagascar","2022",13.1111111111111,5301.55555555556,39333.3333333333,5788.88888888889,0.216666666666667,0.06,1733.33333333333
"Madagascar","2023",13.1481481481481,5346.74074074074,39777.7777777778,5785.18518518519,0.215555555555556,0.06,1744.44444444444
"Madagascar","2024",12.8641975308642,5167.32098765432,39037.037037037,5713.58024691358,0.214074074074074,0.06,1725.92592592593
"Madagascar","2025",13.0411522633745,5271.87242798354,39382.7160493827,5762.55144032922,0.215432098765432,0.06,1734.56790123457
"Malawi","2010",27,250953,930000,57000,4.25,2.68,39000
"Malawi","2011",35,323566,930000,52000,3.81,2.28,34000
"Malawi","2012",43,404900,940000,48000,3.44,1.93,29000
"Malawi","2013",50,472859,950000,44000,3.1,1.56,24000
"Malawi","2014",56,539239,960000,41000,2.79,1.3,21000
"Malawi","2015",61,595634,970000,37000,2.49,1.16,19000
"Malawi","2016",69,679062,980000,34000,2.21,1.05,18000
"Malawi","2017",76,750631,990000,30000,1.88,0.97,17000
"Malawi","2018",82,814275,990000,26000,1.61,0.85,15000
"Malawi","2019",84,832908,990000,22000,1.33,0.75,14000
"Malawi","2020",86,853032,990000,21000,1.21,0.63,12000
"Malawi","2021",84,833405,990000,23000,1.38333333333333,0.743333333333333,13666.6666666667
"Malawi","2022",84.6666666666667,839781.666666667,990000,22000,1.30777777777778,0.707777777777778,13222.2222222222
"Malawi","2023",84.8888888888889,842072.888888889,990000,22000,1.30037037037037,0.693703703703704,12962.962962963
"Malawi","2024",84.5185185185185,838419.851851852,990000,22333.3333333333,1.33049382716049,0.714938271604938,13283.950617284
"Malawi","2025",84.6913580246914,840091.469135802,990000,22111.1111111111,1.31288065843621,0.705473251028807,13156.378600823
"Malaysia","2010",18,13091,73000,5100,0.18,0.12,3500
"Malaysia","2011",20,14410,74000,5000,0.18,0.12,3600
"Malaysia","2012",20,14993,75000,5000,0.18,0.13,3700
"Malaysia","2013",23,17265,76000,5100,0.17,0.13,3900
"Malaysia","2014",28,21541,77000,5000,0.17,0.12,3600
"Malaysia","2015",33,25583,78000,4800,0.16,0.1,3200
"Malaysia","2016",45,35850,80000,4900,0.16,0.09,2800
"Malaysia","2017",47,39018,82000,4800,0.15,0.06,1900
"Malaysia","2018",49,41401,85000,5100,0.16,0.06,1900
"Malaysia","2019",50,44168,88000,5600,0.18,0.06,2000
"Malaysia","2020",51,46931,92000,6100,0.19,0.06,2000
"Malaysia","2021",50,44166.6666666667,88333.3333333333,5600,0.176666666666667,0.06,1966.66666666667
"Malaysia","2022",50.3333333333333,45088.5555555556,89444.4444444444,5766.66666666667,0.182222222222222,0.06,1988.88888888889
"Malaysia","2023",50.4444444444444,45395.4074074074,89925.9259259259,5822.22222222222,0.182962962962963,0.06,1985.18518518519
"Malaysia","2024",50.2592592592593,44883.5432098765,89234.5679012346,5729.62962962963,0.180617283950617,0.06,1980.24691358025
"Malaysia","2025",50.3456790123457,45122.5020576132,89534.9794238683,5772.83950617284,0.181934156378601,0.06,1984.77366255144
"Maldives","2010",0,2,0,0,0,0,0
"Maldives","2011",0,3,0,0,0,0,0
"Maldives","2012",0,3,0,0,0,0,0
"Maldives","2013",0,5,0,0,0,0,0
"Maldives","2014",0,8,0,0,0,0,0
"Maldives","2015",0,9,0,0,0,0,0
"Maldives","2016",0,11,0,0,0,0,0
"Maldives","2017",0,17,0,0,0,0,0
"Maldives","2018",0,11,0,0,0,0,0
"Maldives","2019",0,11,0,0,0,0,0
"Maldives","2020",0,13,0,0,0,0,0
"Maldives","2021",0,11.6666666666667,0,0,0,0,0
"Maldives","2022",0,11.8888888888889,0,0,0,0,0
"Maldives","2023",0,12.1851851851852,0,0,0,0,0
"Maldives","2024",0,11.9135802469136,0,0,0,0,0
"Maldives","2025",0,11.9958847736626,0,0,0,0,0
"Mali","2010",21,24778,120000,7700,0.54,0.43,6400
"Mali","2011",25,29237,120000,7100,0.48,0.38,5900
"Mali","2012",25,28751,120000,6700,0.44,0.34,5400
"Mali","2013",25,28725,120000,7000,0.44,0.35,5700
"Mali","2014",28,31472,110000,6700,0.42,0.36,6000
"Mali","2015",31,34974,110000,6400,0.39,0.35,6100
"Mali","2016",34,37902,110000,6200,0.36,0.32,5700
"Mali","2017",38,42078,110000,5900,0.33,0.3,5400
"Mali","2018",42,47055,110000,5600,0.31,0.28,5200
"Mali","2019",48,52515,110000,5400,0.29,0.25,4900
"Mali","2020",52,56901,110000,5100,0.27,0.23,4600
"Mali","2021",47.3333333333333,52157,110000,5366.66666666667,0.29,0.253333333333333,4900
"Mali","2022",49.1111111111111,53857.6666666667,110000,5288.88888888889,0.283333333333333,0.244444444444444,4800
"Mali","2023",49.4814814814815,54305.2222222222,110000,5251.85185185185,0.281111111111111,0.242592592592593,4766.66666666667
"Mali","2024",48.641975308642,53439.962962963,110000,5302.46913580247,0.284814814814815,0.24679012345679,4822.22222222222
"Mali","2025",49.0781893004115,53867.6172839506,110000,5281.06995884774,0.283086419753086,0.244609053497942,4796.2962962963
"Malta","2010",0,0,0,0,0,0,0
"Malta","2011",0,0,0,0,0,0,0
"Malta","2012",0,0,0,0,0,0,0
"Malta","2013",0,0,0,0,0,0,0
"Malta","2014",0,0,0,0,0,0,0
"Malta","2015",0,0,0,0,0,0,0
"Malta","2016",0,0,0,0,0,0,0
"Malta","2017",0,0,0,0,0,0,0
"Malta","2018",0,0,0,0,0,0,0
"Malta","2019",0,0,0,0,0,0,0
"Malta","2020",0,0,0,0,0,0,0
"Malta","2021",0,0,0,0,0,0,0
"Malta","2022",0,0,0,0,0,0,0
"Malta","2023",0,0,0,0,0,0,0
"Malta","2024",0,0,0,0,0,0,0
"Malta","2025",0,0,0,0,0,0,0
"Mauritania","2010",17,1619,9600,0,0,0.17,1000
"Mauritania","2011",18,1738,9600,0,0,0.17,1000
"Mauritania","2012",19,1830,9500,0,0,0.17,1000
"Mauritania","2013",23,2143,9300,0,0,0.17,1000
"Mauritania","2014",25,2263,9200,0,0,0.16,1000
"Mauritania","2015",27,2458,9000,0,0,0.15,1000
"Mauritania","2016",29,2615,8900,0,0,0.15,1000
"Mauritania","2017",35,3021,8800,0,0,0.14,1000
"Mauritania","2018",35,3032,8600,0,0,0.13,1000
"Mauritania","2019",38,3273,8600,0,0,0.12,500
"Mauritania","2020",40,3384,8500,0,0,0.11,500
"Mauritania","2021",37.6666666666667,3229.66666666667,8566.66666666667,0,0,0.12,666.666666666667
"Mauritania","2022",38.5555555555556,3295.55555555556,8555.55555555555,0,0,0.116666666666667,555.555555555556
"Mauritania","2023",38.7407407407407,3303.07407407407,8540.74074074074,0,0,0.115555555555556,574.074074074074
"Mauritania","2024",38.320987654321,3276.0987654321,8554.32098765432,0,0,0.117407407407407,598.765432098765
"Mauritania","2025",38.5390946502058,3291.57613168724,8550.20576131687,0,0,0.116543209876543,576.131687242798
"Mauritius","2010",5,654,12000,1300,1.07,0.51,1000
"Mauritius","2011",11,1359,13000,1200,1.02,0.54,1000
"Mauritius","2012",12,1537,13000,1100,0.94,0.49,1000
"Mauritius","2013",14,1818,13000,1100,0.89,0.51,1000
"Mauritius","2014",18,2351,13000,1000,0.85,0.54,1000
"Mauritius","2015",19,2521,14000,1000,0.81,0.54,1000
"Mauritius","2016",18,2516,14000,1000,0.8,0.57,1000
"Mauritius","2017",20,2690,14000,1000,0.8,0.61,1000
"Mauritius","2018",20,2756,14000,1000,0.79,0.64,1000
"Mauritius","2019",21,2837,14000,1000,0.78,0.65,1000
"Mauritius","2020",21,2936,14000,1000,0.8,0.66,1000
"Mauritius","2021",20.6666666666667,2843,14000,1000,0.79,0.65,1000
"Mauritius","2022",20.8888888888889,2872,14000,1000,0.79,0.653333333333333,1000
"Mauritius","2023",20.8518518518519,2883.66666666667,14000,1000,0.793333333333333,0.654444444444444,1000
"Mauritius","2024",20.8024691358025,2866.22222222222,14000,1000,0.791111111111111,0.652592592592593,1000
"Mauritius","2025",20.8477366255144,2873.96296296296,14000,1000,0.791481481481481,0.653456790123457,1000
"Mexico","2010",28,64987,230000,16000,0.14,0.06,6400
"Mexico","2011",30,71839,240000,17000,0.15,0.06,6500
"Mexico","2012",34,84122,250000,18000,0.16,0.05,6400
"Mexico","2013",34,89413,260000,20000,0.17,0.05,5800
"Mexico","2014",36,97402,270000,19000,0.16,0.05,6000
"Mexico","2015",41,117557,280000,19000,0.16,0.05,5900
"Mexico","2016",44,131879,3e+05,19000,0.16,0.04,5000
"Mexico","2017",46,141270,310000,19000,0.16,0.04,4500
"Mexico","2018",51,164518,320000,20000,0.16,0.04,5000
"Mexico","2019",52,174176,340000,20000,0.16,0.04,4400
"Mexico","2020",55,189643,340000,20000,0.16,0.03,4300
"Mexico","2021",52.6666666666667,176112.333333333,333333.333333333,20000,0.16,0.0366666666666667,4566.66666666667
"Mexico","2022",53.2222222222222,179977.111111111,337777.777777778,20000,0.16,0.0355555555555556,4422.22222222222
"Mexico","2023",53.6296296296296,181910.814814815,337037.037037037,20000,0.16,0.0340740740740741,4429.62962962963
"Mexico","2024",53.1728395061728,179333.419753086,336049.382716049,20000,0.16,0.0354320987654321,4472.83950617284
"Mexico","2025",53.3415637860082,180407.115226337,336954.732510288,20000,0.16,0.0350205761316872,4441.56378600823
"Mongolia","2010",7,25,500,100,0.02,0.01,100
"Mongolia","2011",9,38,500,100,0.02,0.01,100
"Mongolia","2012",12,53,500,100,0.02,0.01,100
"Mongolia","2013",20,94,500,100,0.02,0.01,100
"Mongolia","2014",25,126,1000,100,0.02,0.01,100
"Mongolia","2015",27,147,1000,100,0.02,0.01,100
"Mongolia","2016",28,156,1000,100,0.01,0.01,100
"Mongolia","2017",31,181,1000,100,0.01,0.01,100
"Mongolia","2018",32,195,1000,100,0.01,0.01,100
"Mongolia","2019",32,198,1000,100,0.01,0.01,100
"Mongolia","2020",35,223,1000,100,0.01,0.01,100
"Mongolia","2021",33,205.333333333333,1000,100,0.01,0.01,100
"Mongolia","2022",33.3333333333333,208.777777777778,1000,100,0.01,0.01,100
"Mongolia","2023",33.7777777777778,212.37037037037,1000,100,0.01,0.01,100
"Mongolia","2024",33.3703703703704,208.827160493827,1000,100,0.01,0.01,100
"Mongolia","2025",33.4938271604938,209.991769547325,1000,100,0.01,0.01,100
"Montenegro","2010",23,44,200,100,0.04,0.01,100
"Montenegro","2011",23,48,500,100,0.04,0.01,100
"Montenegro","2012",24,55,500,100,0.04,0.01,100
"Montenegro","2013",27,67,500,100,0.04,0.01,100
"Montenegro","2014",30,81,500,100,0.04,0.01,100
"Montenegro","2015",32,92,500,100,0.04,0.01,100
"Montenegro","2016",37,115,500,100,0.04,0.01,100
"Montenegro","2017",42,140,500,100,0.04,0.01,100
"Montenegro","2018",46,161,500,100,0.04,0.01,100
"Montenegro","2019",49,181,500,100,0.04,0.01,100
"Montenegro","2020",50,196,500,100,0.04,0.01,100
"Montenegro","2021",48.3333333333333,179.333333333333,500,100,0.04,0.01,100
"Montenegro","2022",49.1111111111111,185.444444444444,500,100,0.04,0.01,100
"Montenegro","2023",49.1481481481482,186.925925925926,500,100,0.04,0.01,100
"Montenegro","2024",48.8641975308642,183.901234567901,500,100,0.04,0.01,100
"Montenegro","2025",49.0411522633745,185.423868312757,500,100,0.04,0.01,100
"Morocco","2010",17,3081,18000,1500,0.05,0.03,1000
"Morocco","2011",21,3923,19000,1500,0.05,0.03,1000
"Morocco","2012",27,5106,19000,1400,0.04,0.02,1000
"Morocco","2013",32,6282,20000,1300,0.04,0.02,1000
"Morocco","2014",37,7292,20000,1200,0.04,0.02,1000
"Morocco","2015",44,8926,20000,1100,0.03,0.02,1000
"Morocco","2016",51,10645,21000,1000,0.03,0.02,1000
"Morocco","2017",55,11635,21000,1000,0.03,0.02,1000
"Morocco","2018",64,13641,21000,1000,0.02,0.01,1000
"Morocco","2019",70,15049,22000,1000,0.02,0.01,500
"Morocco","2020",76,16527,22000,1000,0.02,0.01,500
"Morocco","2021",70,15072.3333333333,21666.6666666667,1000,0.02,0.01,666.666666666667
"Morocco","2022",72,15549.4444444444,21888.8888888889,1000,0.02,0.01,555.555555555556
"Morocco","2023",72.6666666666667,15716.2592592593,21851.8518518519,1000,0.02,0.01,574.074074074074
"Morocco","2024",71.5555555555556,15446.012345679,21802.4691358025,1000,0.02,0.01,598.765432098765
"Morocco","2025",72.0740740740741,15570.5720164609,21847.7366255144,1000,0.02,0.01,576.131687242798
"Mozambique","2010",15,218991,1500000,150000,6.92,2.81,65000
"Mozambique","2011",18,273561,1600000,140000,6.5,2.74,65000
"Mozambique","2012",19,308577,1600000,140000,6.08,2.66,65000
"Mozambique","2013",28,469606,1700000,130000,5.85,2.52,64000
"Mozambique","2014",35,608876,1700000,130000,5.46,2.2,57000
"Mozambique","2015",42,754682,1800000,120000,5.11,1.86,50000
"Mozambique","2016",50,930216,1900000,120000,4.78,1.65,46000
"Mozambique","2017",57,1085027,1900000,110000,4.36,1.53,44000
"Mozambique","2018",62,1212562,2e+06,110000,4.01,1.4,41000
"Mozambique","2019",67,1338100,2e+06,1e+05,3.72,1.29,39000
"Mozambique","2020",68,1402900,2100000,98000,3.5,1.23,38000
"Mozambique","2021",65.6666666666667,1317854,2033333.33333333,102666.666666667,3.74333333333333,1.30666666666667,39333.3333333333
"Mozambique","2022",66.8888888888889,1352951.33333333,2044444.44444444,100222.222222222,3.65444444444445,1.27555555555556,38777.7777777778
"Mozambique","2023",66.8518518518519,1357901.77777778,2059259.25925926,100296.296296296,3.63259259259259,1.27074074074074,38703.7037037037
"Mozambique","2024",66.4691358024692,1342902.37037037,2045679.01234568,101061.728395062,3.67679012345679,1.28432098765432,38938.2716049383
"Mozambique","2025",66.7366255144033,1351251.82716049,2049794.23868313,100526.748971193,3.65460905349794,1.27687242798354,38806.5843621399
"Myanmar","2010",0,29826,0,0,0,0,0
"Myanmar","2011",0,40128,0,0,0,0,0
"Myanmar","2012",0,53709,0,0,0,0,0
"Myanmar","2013",0,67643,0,0,0,0,0
"Myanmar","2014",0,85361,0,0,0,0,0
"Myanmar","2015",0,106320,0,0,0,0,0
"Myanmar","2016",0,127402,0,0,0,0,0
"Myanmar","2017",0,146826,0,0,0,0,0
"Myanmar","2018",0,166969,0,0,0,0,0
"Myanmar","2019",0,184624,0,0,0,0,0
"Myanmar","2020",0,184697,0,0,0,0,0
"Myanmar","2021",0,178763.333333333,0,0,0,0,0
"Myanmar","2022",0,182694.777777778,0,0,0,0,0
"Myanmar","2023",0,182051.703703704,0,0,0,0,0
"Myanmar","2024",0,181169.938271605,0,0,0,0,0
"Myanmar","2025",0,181972.139917695,0,0,0,0,0
"Namibia","2010",42,77453,180000,11000,5.66,1.72,3600
"Namibia","2011",50,94197,190000,10000,5.32,1.64,3500
"Namibia","2012",55,105153,190000,9700,5.01,1.63,3500
"Namibia","2013",59,114260,190000,8900,4.54,1.47,3200
"Namibia","2014",58,113832,2e+05,8300,4.16,1.33,3000
"Namibia","2015",66,130272,2e+05,8400,4.11,1.29,2900
"Namibia","2016",66,131898,2e+05,7900,3.79,1.42,3300
"Namibia","2017",74,150850,2e+05,7700,3.66,1.31,3100
"Namibia","2018",78,160473,210000,7000,3.23,1.36,3300
"Namibia","2019",86,177175,210000,6300,2.87,1.29,3200
"Namibia","2020",88,181696,210000,5500,2.44,1.18,3000
"Namibia","2021",84,173114.666666667,210000,6266.66666666667,2.84666666666667,1.27666666666667,3166.66666666667
"Namibia","2022",86,177328.555555556,210000,6022.22222222222,2.71888888888889,1.24888888888889,3122.22222222222
"Namibia","2023",86,177379.740740741,210000,5929.62962962963,2.66851851851852,1.23518518518519,3096.2962962963
"Namibia","2024",85.3333333333333,175940.987654321,210000,6072.83950617284,2.74469135802469,1.25358024691358,3128.39506172839
"Namibia","2025",85.7777777777778,176883.094650206,210000,6008.2304526749,2.71069958847737,1.24588477366255,3115.6378600823
"Nepal","2010",16,4867,31000,2100,0.08,0.05,1400
"Nepal","2011",21,6484,31000,1800,0.07,0.05,1300
"Nepal","2012",26,7719,30000,1600,0.06,0.04,1200
"Nepal","2013",30,8866,29000,1400,0.05,0.04,1100
"Nepal","2014",36,10407,29000,1300,0.05,0.04,1000
"Nepal","2015",42,11922,29000,1200,0.05,0.03,1000
"Nepal","2016",45,13069,29000,1100,0.04,0.03,1000
"Nepal","2017",53,15260,29000,1000,0.04,0.03,1000
"Nepal","2018",58,16914,29000,1000,0.03,0.03,1000
"Nepal","2019",63,18628,30000,1000,0.03,0.02,1000
"Nepal","2020",66,19827,30000,1000,0.03,0.02,1000
"Nepal","2021",62.3333333333333,18456.3333333333,29666.6666666667,1000,0.03,0.0233333333333333,1000
"Nepal","2022",63.7777777777778,18970.4444444444,29888.8888888889,1000,0.03,0.0211111111111111,1000
"Nepal","2023",64.037037037037,19084.5925925926,29851.8518518519,1000,0.03,0.0214814814814815,1000
"Nepal","2024",63.3827160493827,18837.1234567901,29802.4691358025,1000,0.03,0.0219753086419753,1000
"Nepal","2025",63.7325102880658,18964.0534979424,29847.7366255144,1000,0.03,0.021522633744856,1000
"Netherlands","2010",65,12746,20000,1000,0.06,0.01,100
"Netherlands","2011",68,13776,20000,1000,0.05,0.01,100
"Netherlands","2012",70,14828,21000,1000,0.05,0.01,100
"Netherlands","2013",74,16005,22000,1000,0.05,0.01,100
"Netherlands","2014",77,17150,22000,1000,0.04,0.01,100
"Netherlands","2015",79,18076,23000,1000,0.04,0.01,100
"Netherlands","2016",81,18785,23000,1000,0.03,0.01,100
"Netherlands","2017",83,19481,23000,500,0.03,0.01,100
"Netherlands","2018",85,20049,24000,500,0.02,0.01,100
"Netherlands","2019",86,20477,24000,500,0.02,0.01,100
"Netherlands","2020",88,20958,24000,500,0.02,0.01,100
"Netherlands","2021",86.3333333333333,20494.6666666667,24000,500,0.02,0.01,100
"Netherlands","2022",86.7777777777778,20643.2222222222,24000,500,0.02,0.01,100
"Netherlands","2023",87.037037037037,20698.6296296296,24000,500,0.02,0.01,100
"Netherlands","2024",86.7160493827161,20612.1728395062,24000,500,0.02,0.01,100
"Netherlands","2025",86.8436213991769,20651.341563786,24000,500,0.02,0.01,100
"NewZealand","2010",56,1348,2400,200,0.04,0.01,100
"NewZealand","2011",60,1517,2500,200,0.03,0.01,100
"NewZealand","2012",61,1616,2700,200,0.03,0.01,100
"NewZealand","2013",62,1737,2800,200,0.03,0.01,100
"NewZealand","2014",64,1887,2900,200,0.03,0.01,100
"NewZealand","2015",68,2082,3000,200,0.03,0.01,100
"NewZealand","2016",72,2294,3200,200,0.03,0.01,100
"NewZealand","2017",76,2491,3300,200,0.03,0.01,100
"NewZealand","2018",79,2661,3400,200,0.03,0.01,100
"NewZealand","2019",83,2885,3500,200,0.02,0.01,100
"NewZealand","2020",80,2839,3600,200,0.02,0.01,100
"NewZealand","2021",80.6666666666667,2795,3500,200,0.0233333333333333,0.01,100
"NewZealand","2022",81.2222222222222,2839.66666666667,3533.33333333333,200,0.0211111111111111,0.01,100
"NewZealand","2023",80.6296296296296,2824.55555555556,3544.44444444444,200,0.0214814814814815,0.01,100
"NewZealand","2024",80.8395061728395,2819.74074074074,3525.92592592593,200,0.0219753086419753,0.01,100
"NewZealand","2025",80.8971193415638,2827.98765432099,3534.56790123457,200,0.021522633744856,0.01,100
"Nicaragua","2010",18,1358,7500,1000,0.12,0.05,500
"Nicaragua","2011",23,1773,7800,1000,0.12,0.05,500
"Nicaragua","2012",27,2190,8200,1000,0.12,0.05,500
"Nicaragua","2013",29,2458,8600,1000,0.12,0.04,500
"Nicaragua","2014",33,2935,9000,1000,0.13,0.04,500
"Nicaragua","2015",36,3350,9400,1000,0.12,0.04,500
"Nicaragua","2016",39,3841,9800,1000,0.12,0.04,500
"Nicaragua","2017",42,4320,10000,1000,0.12,0.04,500
"Nicaragua","2018",48,5113,11000,1000,0.12,0.04,500
"Nicaragua","2019",51,5696,11000,1000,0.12,0.04,500
"Nicaragua","2020",50,5775,12000,1000,0.11,0.03,500
"Nicaragua","2021",49.6666666666667,5528,11333.3333333333,1000,0.116666666666667,0.0366666666666667,500
"Nicaragua","2022",50.2222222222222,5666.33333333333,11444.4444444444,1000,0.115555555555556,0.0355555555555556,500
"Nicaragua","2023",49.962962962963,5656.44444444444,11592.5925925926,1000,0.114074074074074,0.0340740740740741,500
