Panama,5406,"Children estimates were not available at the time of publication.",6180,"Children estimates were not available at the time of publication.",6671,"Children estimates were not available at the time of publication.",8006,"Children estimates were not available at the time of publication.",8749,"Children estimates were not available at the time of publication.",9659,"Children estimates were not available at the time of publication.",11 569,"Children estimates were not available at the time of publication.",13 128,"Children estimates were not available at the time of publication.",14 171,"Children estimates were not available at the time of publication.",15 903,"Children estimates were not available at the time of publication.",16 043,"Children estimates were not available at the time of publication."
Papua New Guinea,7560,"Children estimates were not available at the time of publication.",9395,"Children estimates were not available at the time of publication.",11 764,"Children estimates were not available at the time of publication.",14 790,"Children estimates were not available at the time of publication.",18 344,"Children estimates were not available at the time of publication.",21 198,"Children estimates were not available at the time of publication.",23 875,"Children estimates were not available at the time of publication.",26 393,"Children estimates were not available at the time of publication.",29 420,"Children estimates were not available at the time of publication.",32 018,"Children estimates were not available at the time of publication.",35 840,"Children estimates were not available at the time of publication."
Paraguay,2955,,3119,,3578,,4227,,4894,,5499,,6496,,7833,,8549,,9480,,9778,
Peru,20 064,,21 554,,27 584,,28 391,,33 106,,37 201,,43 638,,49 005,,57 801,,67 667,,71 557,
Philippines,1294,,2627,,3643,,5227,,8219,,12 256,,17 826,,24 679,,33 479,,43 020,,47 977,
Poland,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Portugal,20 150,,22 171,,24 192,,26 211,,28 231,,29 785,,31 339,,35 806,,37 204,,35 273,,36 075,
Qatar,0,,0,,0,,0,,0,,21,,42,,64,,86,,107,,128,
Republic of Korea,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Republic of Moldova,1237,,1666,,2075,,2493,,3116,,3850,,4491,,5162,,5961,,6690,,6810,
Romania,7276,"Children estimates were not available at the time of publication.",7536,"Children estimates were not available at the time of publication.",7869,"Children estimates were not available at the time of publication.",8809,"Children estimates were not available at the time of publication.",9571,"Children estimates were not available at the time of publication.",10 551,"Children estimates were not available at the time of publication.",10 942,"Children estimates were not available at the time of publication.",11 570,"Children estimates were not available at the time of publication.",12 088,"Children estimates were not available at the time of publication.",12 832,"Children estimates were not available at the time of publication.",12 904,"Children estimates were not available at the time of publication."
Russian Federation,71 573,"Estimates were not available at the time of publication.",92 590,"Estimates were not available at the time of publication.",114 372,"Estimates were not available at the time of publication.",141 115,"Estimates were not available at the time of publication.",178 049,"Estimates were not available at the time of publication.",216 108,"Estimates were not available at the time of publication.",293 820,"Estimates were not available at the time of publication.",354 932,"Estimates were not available at the time of publication.",438 399,"Estimates were not available at the time of publication.",499 913,"Estimates were not available at the time of publication.",615 099,"Estimates were not available at the time of publication."
Rwanda,89 283,,99 820,,116 031,,129 821,,144 316,,159 315,,178 284,,185 462,,192 458,,198 657,,204 711,
Sao Tome and Principe,208,,260,,309,,343,,417,,527,,614,,732,,820,,842,,871,
Saudi Arabia,3299,,3503,,3707,,3911,,4115,,4325,,4936,,5641,,6300,,7253,,7253,
Senegal,11 845,,12 821,,11 940,,13 591,,16 346,,18 375,,21 157,,23 204,,26 606,,28 960,,30 431,
Serbia,915,"Children estimates were not available at the time of publication.",995,"Children estimates were not available at the time of publication.",1075,"Children estimates were not available at the time of publication.",1165,"Children estimates were not available at the time of publication.",1272,"Children estimates were not available at the time of publication.",1400,"Children estimates were not available at the time of publication.",1570,"Children estimates were not available at the time of publication.",1752,"Children estimates were not available at the time of publication.",1980,"Children estimates were not available at the time of publication.",2097,"Children estimates were not available at the time of publication.",2172,"Children estimates were not available at the time of publication."
Sierra Leone,5978,,8117,,8261,,9173,,10 775,,14 196,,17 843,,23 693,,28 415,,33 274,,38 003,
Singapore,2034,"Children estimates were not available at the time of publication.",2509,"Children estimates were not available at the time of publication.",2987,"Children estimates were not available at the time of publication.",3506,"Children estimates were not available at the time of publication.",4101,"Children estimates were not available at the time of publication.",4577,"Children estimates were not available at the time of publication.",4945,"Children estimates were not available at the time of publication.",5441,"Children estimates were not available at the time of publication.",5668,"Children estimates were not available at the time of publication.",6052,"Children estimates were not available at the time of publication.",6015,"Children estimates were not available at the time of publication."
Slovakia,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Slovenia,256,"Children estimates were not available at the time of publication.",279,"Children estimates were not available at the time of publication.",305,"Children estimates were not available at the time of publication.",357,"Children estimates were not available at the time of publication.",409,"Children estimates were not available at the time of publication.",461,"Children estimates were not available at the time of publication.",533,"Children estimates were not available at the time of publication.",592,"Children estimates were not available at the time of publication.",631,"Children estimates were not available at the time of publication.",649,"Children estimates were not available at the time of publication.",709,"Children estimates were not available at the time of publication."
Somalia,889,,1139,,1289,,1700,,1946,,2310,,2660,,2997,,3230,,3471,,3696,
South Africa,1 343 661,,1 843 500,,2 376 636,,2 811 598,,3 224 023,,3 663 573,,4 105 625,,4 522 379,,4 861 787,,5 230 644,,5 599 664,
South Sudan,2256,,3666,,4558,,7235,,11 333,,18 573,,19 394,,23 998,,30 727,,35 149,,42 447,
Spain,88 044,"Children estimates were not available at the time of publication.",90 892,"Children estimates were not available at the time of publication.",95 844,"Children estimates were not available at the time of publication.",99 094,"Children estimates were not available at the time of publication.",102 279,"Children estimates were not available at the time of publication.",107 146,"Children estimates were not available at the time of publication.",118 031,"Children estimates were not available at the time of publication.",122 282,"Children estimates were not available at the time of publication.",125 793,"Children estimates were not available at the time of publication.",128 304,"Children estimates were not available at the time of publication.",130 428,"Children estimates were not available at the time of publication."
Sri Lanka,265,,311,,387,,516,,639,,803,,1068,,1297,,1574,,1846,,2167,
Sudan,2122,,2377,,2575,,3308,,3936,,4388,,5768,,7634,,8803,,10 449,,12 155,
Suriname,1121,,1295,,1683,,1940,,2178,,2302,,2562,,2691,,2868,,2871,,1852,
Sweden,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Switzerland,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Syrian Arab Republic,48,,69,,84,,88,,96,,100,,113,,145,,193,,252,,280,
Tajikistan,437,,655,,876,,1222,,1917,,2887,,3890,,4891,,5995,,7055,,7960,
Thailand,210 729,,228 026,,242 235,,258 901,,275 700,,292 449,,317 403,,338 882,,364 128,,381 154,,394 598,
Timor-Leste,51,,52,,84,,140,,176,,201,,249,,287,,387,,524,,626,
Togo,23 278,,27 368,,30 334,,34 491,,37 511,,43 603,,51 320,,59 752,,64 842,,76 230,,80 160,
Trinidad and Tobago,4571,"Children estimates were not available at the time of publication.",4947,"Children estimates were not available at the time of publication.",5565,"Children estimates were not available at the time of publication.",6134,"Children estimates were not available at the time of publication.",6399,"Children estimates were not available at the time of publication.",6720,"Children estimates were not available at the time of publication.",6700,"Children estimates were not available at the time of publication.",6693,"Children estimates were not available at the time of publication.",7312,"Children estimates were not available at the time of publication.",7834,"Children estimates were not available at the time of publication.",7269,"Children estimates were not available at the time of publication."
Tunisia,412,,480,,455,,546,,651,,734,,866,,920,,1084,,1287,,1448,
Turkey,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Turkmenistan,0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication."
Uganda,236 956,,275 627,,378 079,,512 428,,645 114,,718 695,,826 413,,969 569,,1 004 004,,1 223 513,,1 279 427,
Ukraine,22 697,,27 542,,41 449,,55 784,,66 409,,66 113,,91 068,,104 961,,122 531,,136 105,,146 488,
United Arab Emirates,181,,203,,268,,277,,196,,198,,184,,208,,218,,228,,461,
United Kingdom,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,244 225,,268 557,,433 578,,515 482,,643 682,,744 072,,851 057,,970 362,,1 108 728,,1 277 012,,1 422 782,
United States,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Uruguay,3028,,3314,,3323,,5317,,5775,,6116,,6386,,7041,,8106,,8581,,9324,
Uzbekistan,3114,,4226,,1732,,4154,,6681,,13 100,,16 978,,21 654,,26 733,,26 825,,31 021,
Venezuela (Bolivarian Republic of),39 255,,41 226,,44 004,,44 047,,44 600,,58 303,,53 278,,41 007,,28 354,,44 912,,56 038,
Viet Nam,49 428,,61 424,,73 711,,84 187,,93 505,,111 482,,124 410,,139 912,,149 949,,159 461,,169 000,
Yemen,501,,625,,721,,901,,1220,,1397,,1750,,2031,,2326,,2672,,2927,
Zambia,349 076,,423 721,,479 881,,559 764,,653 701,,758 646,,798 723,,850 017,,977 987,,1 070 707,,1 179 031,
Zimbabwe,363 261,,484 656,,565 665,,665 199,,758 664,,837 523,,920 757,,1 046 281,,976 760,,1 149 191,,1 184 901,
Global,7 800 000,,9 400 000,,11 300 000,,13 200 000,,15 100 000,,17 100 000,,19 300 000,,21 500 000,,23 100 000,,25 500 000,,27 500 000,
